"","1","2","3","4","5","6","7","8","9","10"
"1",0,0.406564088085827,0.361268708538333,0.459822303612731,0.465313626401492,0.449451816299642,0.468141233766234,0.408077737864972,0.48396219692516,0.420401846767642
"2",0.406564088085827,0,0.322586189840234,0.413534225771978,0.403655023952459,0.413586956521739,0.481707015810277,0.397621250165191,0.402906005844814,0.332538985851493
"3",0.361268708538333,0.322586189840234,0,0.356396999412775,0.312955479077118,0.320216278379582,0.377498319371186,0.368854839880909,0.318478255780746,0.35000229693103
"4",0.459822303612731,0.413534225771978,0.356396999412775,0,0.303326531238216,0.244240630331665,0.32765825296954,0.444928966604671,0.380522681658229,0.439860124818319
"5",0.465313626401492,0.403655023952459,0.312955479077118,0.303326531238216,0,0.291412740282578,0.339211281222264,0.431392622926496,0.316711721794629,0.432047293917318
"6",0.449451816299642,0.413586956521739,0.320216278379582,0.244240630331665,0.291412740282578,0,0.358716238471673,0.443353266375931,0.354382865151786,0.430141743261386
"7",0.468141233766234,0.481707015810277,0.377498319371186,0.32765825296954,0.339211281222264,0.358716238471673,0,0.44361356728378,0.354418022820801,0.509511309652343
"8",0.408077737864972,0.397621250165191,0.368854839880909,0.444928966604671,0.431392622926496,0.443353266375931,0.44361356728378,0,0.398005345207867,0.286472359196876
"9",0.48396219692516,0.402906005844814,0.318478255780746,0.380522681658229,0.316711721794629,0.354382865151786,0.354418022820801,0.398005345207867,0,0.388561430261087
"10",0.420401846767642,0.332538985851493,0.35000229693103,0.439860124818319,0.432047293917318,0.430141743261386,0.509511309652343,0.286472359196876,0.388561430261087,0
